page_url,image_url,tvshow_title,description
https://lordserials.fan/zarubezhnye-serialy/2389-zheny-na-ohote.html,,Жёны на охоте,"Софи О'Нил, некогда возглавлявшая глянцевый журнал, решает с мужем и сыном уехать из Нью-Йорка в тихий городок на востоке Техаса. Там она знакомится со светской львицей Марго Бэнкс, которая устраивает для местных женщин клуб, где можно выпить, пострелять по тарелочкам и обсудить всё на свете. Софи поддается обаянию Марго, но понимает, что дело неладно, когда на окраине леса находят труп девочки, а участницы клуба - первые в списке подозреваемых."
https://lordserials.fan/zarubezhnye-serialy/1531-kapli-boga-1.html,,Капли Бога,"Пока мир вина оплакивает смерть Александра Леже, его дочь Камилла, которую он не видел много лет, узнает, что стала владелицей его уникальной коллекции. Но чтобы заявить о своем праве на наследство, Камилла должна помериться силами с протеже Александра, Иссэем, и проверить свои способности."
https://lordserials.fan/zarubezhnye-serialy/2279-v-noch.html,,В ночь,"В аэропорту Брюсселя полуночный пассажирский рейс готовится к вылету в Москву и почти никто не обращает внимание на выпуски новостей со всего мира, где миллионы людей умирают от соприкосновения с солнечными лучами. Итальянский военный, знающий больше, чем кто-либо другой из присутствующих, вооружается автоматом и захватывает самолет, приказав пилоту лететь строго на запад, чтобы опередить рассвет. Первоначально предполагая, что рейс оказался захвачен безумным террористом, капитан судна и пассажиры вскоре убеждаются в том, что они — одни из последних выживших на всей планете..."
https://lordserials.fan/zarubezhnye-serialy/583-melomanka.html,,Меломанка,"Роб - хозяйка бруклинского магазина пластинок. Фанатка музыки и поп-культуры, с их помощью она разбирается с прошлыми отношениями и пытается пережить расставание с любимым человеком."
https://lordserials.fan/zarubezhnye-serialy/1859-ubivat-osoznanno-jd.html,,Убивать осознанно,"Бьёрн Димель — очень усердный и ужасно занятой адвокат. Он постоянно пропадает на работе, где ему поручают самые неприятные задачи. Например, вести дела главы мафиозной группировки Драгана Зерковича. Бьёрн крутится как белка в колесе, но ничего не успевает и чувствует себя вечно уставшим неудачником. Его жена Катарина недовольна отсутствием внимания со стороны мужа. Дочь Эмили почти не видит отца. В последней попытке вернуть супруга в семью Катарина ультимативно требует, чтобы Бьёрн сходил на курсы осознанности. Димель воспринимает идею жены скептически, но соглашается ради семьи."
https://lordserials.fan/zarubezhnye-serialy/1432-esche-ne-mertva.html,,Еще не мертва,"Нелл хочет стать писательницей, но пока зарабатывает написанием некрологов. Ее однообразные будни резко меняются, когда женщина вдруг начинает видеть призраков."
https://lordserials.fan/zarubezhnye-serialy/1984-mh370-samolet-kotoryj-ischez.html,,"MH370: Самолёт, который исчез","В марте 2014 года пассажирский лайнер малазийской авиакомпании, совершающий рейс из Куала-Лумпура в Пекин, вскоре после взлета по неизвестной причине навсегда исчезает с экранов радаров в небе над Южно-Китайским морем. Масштабные поиски обломков самолета и тел более двухсот пассажиров не принесли результатов, что сделало эту катастрофу одной из самых загадочных и конспирологических в современной истории. Девять лет спустя авторы документального проекта рассматривают все возможные версии и теории случившегося, от правдоподобных до самых невероятных."
https://lordserials.fan/zarubezhnye-serialy/198-kashtanovyj-chelovechek-v2.html,,Каштановый человечек,"Ная Тулин, мать-одиночка и полицейский следователь-криминалист понимает, что работа не оставляет ей времени для общения с дочерью. Она просит о переводе в отдел киберпреступлений, однако начальник, вместо этого, даёт ей нового напарника Марка и дело об убийстве женщины. Труп Лоры Кьяер с отрубленной рукой был обнаружен на детской площадке. Рядом лежал сделанный из каштанов и веточек человечек. На каштанах обнаружились отпечатки пальцев Кристины Хартунг, двенадцатилетней дочери министра социальной защиты Розы Хартунг, которая пропала в прошлом году и считается погибшей."
https://lordserials.fan/zarubezhnye-serialy/2119-podrostokperehodnyj-vozrast-fullseries.html,https://lordserials.fan/templates/lordfilm-light/images/fire.png,Переходный возраст,"Когда тринадцатилетнего мальчика по имени Джейми Миллер внезапно арестовывают, обвиняя в убийстве собственной одноклассницы, его отец Эдди вместе с инспектором Люком Баскомбом и опытным психотерапевтом Бриони Аристон пытаются выяснить, что же произошло на самом деле и как взаимоотношения подростков повлияли на чудовищную трагедию. Постепенно расследуя шокирующее преступление, они стараются всеми силами докопаться до правды, чтобы понять, кто в действительности несет ответственность за смерть школьницы и можно ли было ее как-то предотвратить."
https://lordserials.fan/zarubezhnye-serialy/472-more-spokojstvija-w1.html,,Море Спокойствия,"Будущее. Из-за загрязнения окружающей среды человечество столкнулось с глобальным опустыниванием — водоёмы исчезли, а население получает воду по карточкам. Правительство снаряжает экспедицию на Луну с целью забрать критически важные образцы из лаборатории научной станции, где пять лет назад произошла утечка радиации, и погиб почти весь персонал. Возглавляют миссию капитан Хан и астробиолог Сон, чья сестра была одной из погибших в той аварии. Прилунение проходит не очень удачно, пешком добравшись до станции, команда не обнаруживает следов радиации, зато находит тело солдата, по всем признакам умершего от утопления."
https://lordserials.fan/zarubezhnye-serialy/2379-knizhnyj.html,,Книжный,"Лондон, 1946 год. Владелец антикварного книжного магазина Гэбриэл Бук помогает полиции расследовать сложные дела."
https://lordserials.fan/zarubezhnye-serialy/640-jekspress-e1.html,,Экспресс,"Барбара — криминальный психолог и ее история после того, как она стала жертвой срочного похищения: ужасающей формы вымогательства, которая распространяется по всему миру и в большинстве случаев заканчивается насильственным убийством. После похищения Барбара работает переговорщиком в делах, подобных ее, и ее главная цель — понять, почему она стала жертвой, и найти людей, которые сломали ее жизнь и ее семью."
https://lordserials.fan/zarubezhnye-serialy/719-chernaja-laguna-vershiny-v1.html,,Чёрная лагуна: Вершины,"Школа-интернат для проблемных детей находится в горах, рядом со старым монастырем - в месте труднодоступном и изолированном. А в окрестных лесах таится какая-то древняя и опасная тайна."
https://lordserials.fan/zarubezhnye-serialy/2373-stalker.html,,Сталкер,"История о детективах, работающих в отделе по контролю за угрозами департамента полиции Лос-Анджелеса. Они занимаются любыми делами, связанными с преследованием, от вуайеризма до кибер-преследования."
https://lordserials.fan/zarubezhnye-serialy/561-ubijstvo.html,,Убийство,"Сериал рассказывает об одном убийстве с трех точек зрения – детективов, приставленных к этому делу, семьи погибшей и подозреваемых. Сюжет также затрагивает местных политиков и их связь с этим делом. Постепенно становится ясно, что здесь нет случайностей, у каждого свой секрет. И хотя персонажи думают, что они продолжают жить дальше, их прошлое еще не оставило их в покое."
https://lordserials.fan/zarubezhnye-serialy/105-v-poiskah-aljaski-v2.html,,В поисках Аляски,"Шестнадцатилетнего юношу, по имени Майлз Холтер, всегда интересовало все, что говорили перед смертью знаменитые люди. Однажды, воодушевившись предсмертной фразой Франсуа Рабле, парень решает распрощаться со своей скучной монотонной жизнью и продолжить учебу в новой престижной школе под названием Калвер Крик, в которой он надеется найти и понять «Великое «Возможно»."
https://lordserials.fan/zarubezhnye-serialy/823-kandis-renuar.html,,Кандис Ренуар,"После 10 лет жизни в Сингапуре, закончившихся разводом, Кандис Ренуар возвращается на родину с четырьмя детьми и возобновляет работу в качестве майора криминальной полиции в крупном портовом городе на юге Франции. Она прекрасно понимает, что после такого продолжительного отсутствия ей придётся постараться преодолеть скептицизм подчинённых и доказать свой профессионализм…"
https://lordserials.fan/zarubezhnye-serialy/2006-o-zhenschinah-i-asurah.html,,О женщинах и Асурах,"После долгой разлуки четыре сестры встречаются, так как старшая считает, что их отец изменяет матери."
https://lordserials.fan/zarubezhnye-serialy/2126-josi-raskajavshijsja-shpion.html,,"Йоси, раскаявшийся шпион","Сериал основан на книге Мириам Левин и Горацио Луцки «Иоси, раскаявшийся шпион: признание офицера федеральной полиции, внедренное в еврейскую общину». Агент аргентинской разведки проникает в еврейскую общину, чтобы собрать информацию, которая затем использовалась для совершения двух самых страшных террористических атак в истории Латинской Америки, в результате которых погибло более 100 человек."
https://lordserials.fan/zarubezhnye-serialy/493-synovja-sjema-padenie-vo-tmu.html,,Сыновья Сэма. Падение во тьму,"Дело Дэвида Берковица, так называемого сына Сэма - маньяка, который расстреливал случайных прохожих, - становится многолетней одержимостью журналиста Мори Терри. Он был убежден, что убийца был связан с сатанинским культом."
https://lordserials.fan/zarubezhnye-serialy/1089-bibliotekari.html,,Библиотекари,"Группа библиотекарей отправляется в путешествие, чтобы спасти загадочные древние артефакты."
https://lordserials.fan/zarubezhnye-serialy/617-orvill-v13.html,,Орвилл,"История разворачивается в далёком будущем, спустя 400 лет от настоящего времени. В центре повествования оказывается исследовательский космический корабль «Орвилл», который принадлежит межзвёздному флоту Земли. Его разношёрстный экипаж столкнётся со множеством испытаний как за пределами, так и на борту корабля."
https://lordserials.fan/zarubezhnye-serialy/1591-arnold.html,,Арнольд,Рассказ о жизни и карьере Арнольда Шварценеггера.
https://lordserials.fan/zarubezhnye-serialy/528-otkrytie-vedm.html,,Открытие ведьм,"История любви на фоне оксфордской академической жизни. Историк Диана Бишоп специализируется на старинных рукописях и однажды обнаруживает в архивах некий манускрипт, связанный с магией. С этих пор жизнь Дианы превращается в кошмар, зато судьба сводит её с обаятельным генетиком Мэттью Клермонтом. Пикантность ситуации заключается в том, что Диана - потомственная ведьма, а Мэттью - вампир."
https://lordserials.fan/zarubezhnye-serialy/442-vizavi-oazis.html,,Визави: Оазис,"После нескольких лет успешных ограблений ювелирных магазинов, банков и казино, Макарена и Сулема решают покончить с преступным ремеслом и навсегда разойтись. Напоследок обе договариваются совершить самую крупную и опасную аферу – украсть алмазную тиару у дочери влиятельного мексиканского наркобарона во время свадебной церемонии."
https://lordserials.fan/zarubezhnye-serialy/2157-kto-est-amerika.html,,Кто есть Америка?,"Псевдодокументальный сатирический сериал Саши Барона Коэна. От лица различных персонажей британский комик беседует с политиками, активистами и прочими столпами американского общества — от печально известных до никому не известных, испытывая на прочность их толерантность и здравый смысл."
https://lordserials.fan/zarubezhnye-serialy/1664-vual-o21.html,,Вуаль,"Имоджен Солтер является непростым человеком. Она работает на МИ-6 и выполняет очень непростые миссии. Среди прочих навыков спецагент владеет искусством перевоплощения. Героиня получает очередное задание, на этот раз ей необходимо отправиться в Стамбул. Там ей нужно подсесть в поезде к Адиле. Цель: получить от девушки известную ей информацию. Причем передать сведения та должна добровольно, поэтому придется работать под прикрытием."
https://lordserials.fan/zarubezhnye-serialy/252-ubijcy-vu-v1.html,,Убийцы Ву,"Сан-Франциско. Кай Цзинь — избранный, который становится последним из легендарного клана ассасинов. Ему предстоит найти и научиться использовать силу древней триады, чтобы вернуть гармонию в местный Чайнатаун."
https://lordserials.fan/zarubezhnye-serialy/1166-pacient.html,,Пациент,"Успешный психотерапевт Алан Штраус всегда находит способ преодоления страха и скованности своих пациентов, помогая им справиться с собственными психологическими проблемами. Известность специалиста приводит к тому, что однажды его похищает неизвестный мужчина, который закрывает Алана в подвале своего дома. В скором времени психотерапевт выясняет, что его похититель Сэм — неуловимый серийный убийца, преследующий единственную цель: обуздать свою склонность к убийствам. Столкнувшись с крайне интересным случаем, Алан приступает к работе с необычным пациентом…"
https://lordserials.fan/zarubezhnye-serialy/1729-moja-ledi-dzhejn.html,,Моя леди Джейн,"Сериал рассказывает альтернативную историю Англии XVI века, где главная героиня Джейн Грей, известная как «Девятидневная королева», получает второй шанс на жизнь. В этой вымышленной вселенной Джейн удается избежать своей реальной судьбы - казни в возрасте 17-ти лет. Вместо этого она отправляется в захватывающее приключение, полное опасностей, интриг и романтики. Джейн использует свой острый ум и хитрость для поиска своего места в мире, где женщины практически не обладают властью. Сериал показывает, как она борется за свое право влиять на ход истории. В каждом эпизоде Джейн сталкивается с новыми вызовами, которые проверяют ее силу воли и лидерские качества. Она должна принимать сложные решения, которые влияют на ее судьбу и определяют будущее королевства. Это рассказ о силе духа, вере в себя и о том, что даже в самые мрачные времена всегда есть место для надежды и героизма. Сериал приглашает зрителей погрузиться в мир, где история пишется заново, и каждый выбор имеет значение."
https://lordserials.fan/zarubezhnye-serialy/463-otbrosy-serial-01.html,,Отбросы,"На этот раз суперсилы попали в руки трудных подростков, отбывающих наказание за проступки. Уборка улиц, закраска граффити и чудотворные погодные условия, наделяющие людей нечеловеческими способностями. Каждый из группы получает силу, подчеркивающую его недостатки. Например, чрезвычайно застенчивый парень может превращаться в невидимку. Однако со временем выясняется, что с большими силами приходят огромные проблемы. На плечи юных правонарушителей ложится ответственность за спасение мира и самих себя."
https://lordserials.fan/zarubezhnye-serialy/1367-dzhordzh-i-tjemmi.html,,Джордж и Тэмми,"История «мистера и миссис кантри-музыки» Джорджа Джонса и Тэмми Уайнетт. Их совместное творчество, воплощенное в популярных музыкальных альбомах, на много лет пережило их брак, который обернулся для обоих тяжелым испытанием."
https://lordserials.fan/zarubezhnye-serialy/2130-horoshaja-amerikanskaja-semja.html,,Хорошая американская семья,"Семейная пара со Среднего Запада удочеряет, по их мнению, маленькую девочку с карликовостью. Когда они начинают растить ее вместе со своими тремя биологическими детьми, вступая в битву, разгоревшуюся в таблоидах, зале суда и, в конечном счете, в их браке. Изначально герои считают, что Наталья — ребёнок-карлик, но по мере развития сюжета они начинают сомневаться в этом."
https://lordserials.fan/zarubezhnye-serialy/1771-shpiony-mafii.html,,Шпионы мафии,"Документальный сериал рассказывает захватывающую историю реальных шпионов, гангстеров, соблазнительниц и любовниц, вовлеченных в заговор с целью убийства Фиделя Кастро, организованный ЦРУ и чикагской мафией. Он исследует критический период холодной войны, когда президент Кеннеди отказался терпеть вооруженного ракетами Кастро всего в 90 милях от Соединенных Штатов. В сериале используются недавно рассекреченные документы и кинореконструкции, чтобы проследить эту игру в кошки-мышки между Вашингтоном, Вегасом, Майами и Гаваной."
https://lordserials.fan/zarubezhnye-serialy/407-beskrajnee-nebo-v5.html,,Бескрайнее небо,"Частный детектив Кэсси Дюэлл и бывший полицейский Дженни Хойт объединяют свои ресурсы, чтобы найти двух сестер, которых похитил водитель грузовика на безлюдной трассе в Монтане."
https://lordserials.fan/zarubezhnye-serialy/2288-chernye-serdca-2-sezon.html,,Чёрные сердца,"Осень 2016 года. В преддверии решающего штурма Мосула французский спецназ тайно действует в Ираке, пытаясь перехватить граждан Франции, присоединившихся к рядам ИГ. Одним из задержанных становится Саид Осман — пожилой, но влиятельный боевик, готовый пойти на сделку. В обмен на информацию он требует эвакуировать из охваченного войной города свою дочь с внуком. Не имея другого выхода, французские военные отправляют в самый центр конфликта отряд элитных бойцов — чтобы вытащить семью человека, которого считают врагом государства."
https://lordserials.fan/zarubezhnye-serialy/1804-ridli.html,,Ридли,"Алекс Ридли после многих лет службы в полиции решает уйти на пенсию. На смену ему приходит детектив Фарман, которая вскоре привлекает Ридли как консультанта по сложному и запутанному делу об убийстве. Однако дело принимает мрачный и неожиданный оборот."
https://lordserials.fan/zarubezhnye-serialy/444-smertelnoe-oruzhie.html,,Смертельное оружие,"Мартин Риггс перестал ценить жизнь, когда погибла его молодая любимая беременная супруга. Мужчина даже хотел покончить жизнь самоубийством, но в самый последний момент передумал, хотя продолжал бурно топить горе в алкоголе. Многие друзья и коллеги сочувствовали ему, а кто-то даже посоветовал перебраться в другой город, подальше от счастливых мест. Именно поэтому Мартин и начал работать в полиции Лос-Анджелеса, где можно было попасть под пули в любой момент, кроме того ему ещё и понравилось рисковать сверх меры. А вот в напарники к нему поставили опытного детектива Роджера Метро, который восстанавливается после перенесенного инфаркта и должен как можно бережнее относится к собственному здоровью. Именно поэтому ему стараются поручить самые простые и весьма спокойные на первый взгляд дела. Вот только имея в напарниках, человека желающего найти смерть, весьма сложно избежать неприятностей. Так есть ли у таких весьма различных по характеру и взглядам напарников шанс стать не только партнёрами по работе но и друзьями по жизни."
https://lordserials.fan/zarubezhnye-serialy/1449-pravdivaja-lozh-s1.html,,Правдивая ложь,"Неудовлетворенная домохозяйка из пригорода шокирована, узнав, что ее скучный и ничем не примечательный муж-консультант по компьютерам — опытный международный шпион."
https://lordserials.fan/zarubezhnye-serialy/2118-lish-odin-vzgljad.html,,Лишь один взгляд,"Когда появляется таинственная фотография, Грете приходится узнать скрывавшуюся правду и воскресить свои смутные воспоминания, чтобы спасти мужа от его темных секретов."
https://lordserials.fan/zarubezhnye-serialy/2044-ubijstva-v-ore.html,,Убийства в Оре,"Ханна Аландер из Стокгольма всегда считала себя блестящим детективом, который внимательно и ответственно подходит к работе. Но из-за внезапного внутреннего расследования она оказывается на грани увольнения, отстраненная от дел. Понимая, что ей нужна передышка, женщина отправляется в недолгий отпуск, во время которого она собирается повидать сестру и постараться привести все мысли, чувства в порядок, надеясь, что должности в полиции она все же не лишится."
https://lordserials.fan/zarubezhnye-serialy/2146-ljubov-i-oderzhimost.html,,Любовь и одержимость,"История рассказывает о группе старшеклассников из тихого прибрежного городка в итальянской провинции Агро-Понтино. Летние каникулы обещают беззаботное веселье, но вскоре подростки оказываются втянуты в череду событий, которые навсегда изменят их судьбы. Загадочное исчезновение 16-летней Елены сначала кажется очередной попыткой бегства из скучного провинциального быта, но правда оказывается куда страшнее. Когда девушку находят мертвой, ее друзья и родственники не спешат сотрудничать со следствием, ведь у каждого есть своя тайна, которую они предпочли бы оставить в прошлом."
https://lordserials.fan/zarubezhnye-serialy/1730-supergen-jo1.html,,Суперген,"Майкл наслаждается жизнью: у него есть дом, новая машина, а любимая девушка только что согласилась выйти за него замуж. Внезапно парень перемещается в будущее и узнает, что невеста скоро погибнет, но у него есть шанс все исправить. Для этого Майклу нужно собрать команду людей со сверхспособностями."
https://lordserials.fan/zarubezhnye-serialy/654-ferija-samyj-temnyj-svet.html,,Ферия: Самый тёмный свет,"Две сестры узнают, что их родители участвовали в ритуале со смертельным исходом. Теперь они должны принять новую реальность — и ее сверхъестественные составляющие."
https://lordserials.fan/zarubezhnye-serialy/1417-zaterjannaja-v-meteli-v21.html,,Затерянная в метели,"Молодая журналистка является выдающимся профессионалом своего дела, абсолютно преданной своей работе. В настоящее время она внимательно изучает сложное дело, которое представляется ей крайне загадочным и подозрительным. Во время одного из праздников из толпы была похищена маленькая девочка. Единственное, что удалось найти, — это небольшой обрывок её одежды и несколько прядей волос. Полиция вложила в поиск ребенка множество усилий, но результаты оставались недостаточными. Ежедневно родители переживали, отказываясь верить в трагедию, произошедшую в их семье. Они ничего не желали больше, чем вернуть своего ребенка, несмотря ни на что. Однако им было неясно, каким образом им это удастся сделать, так как улик и подсказок было крайне мало. Несмотря на все трудности, девушка продолжала двигаться вперед, отважно преодолевая преграды."
https://lordserials.fan/zarubezhnye-serialy/1157-londonskie-fajly.html,,Лондонские файлы,"Напряженный детективный триллер, повествующий о детективе отдела убийств Оме Сингхе, который неохотно берется за дело о пропавшем человеке в политически расколотом и криминально насыщенном Лондоне."
https://lordserials.fan/zarubezhnye-serialy/2322-vrazhda-sester.html,,Вражда сестер,"Сериал о напряжённом соперничестве между сёстрами Перлой и Антонией, чьи отношения отмечены предательством и жестокими манипуляциями. Отказ одной сестры присоединиться к запутанному плану другой вызывает предательство и месть, поскольку та пытается воссоединиться со своей давно потерянной дочерью в тюрьме."
https://lordserials.fan/zarubezhnye-serialy/2201-schit.html,,Щит,"Криминальная драма о полицейских. Нарушены все клише жанра, ведь героям приходится искать свой путь в жестоком мире, очень похожем на реальный, где принципы морали размыты и неопределённы, а граница между добром и злом пересекается каждый день."
https://lordserials.fan/zarubezhnye-serialy/285-ljudi-v3.html,,Люди,"Действие сериала развернется в параллельном мире, где чрезвычайную популярность приобрели новые гаджеты — высокотехнологичные роботы-слуги, которые внешне пугающе похожи на людей. Одного такого «помощника по хозяйству» приобретает живущая в пригороде семья. Вскоре они осознают, что совместная с машиной жизнь повлечет за собой жуткие последствия."
https://lordserials.fan/zarubezhnye-serialy/1175-poddelki.html,,Подделки,"В относительно недавнем прошлом молодая девушка по имени Зои дружила с Беккой. Однако, ныне взаимоотношения пары крайне напряженные, если не сказать враждебные. Главная героиня готовится к поступлению в колледж, причем надеется получить стипендию. Потому она ведет себя как типичная зануда, помешенная на изучении различной литературы и мало времени уделяет развлечениям. В отличии от нее Бекка настоящая душа компании и обожает шумные сборища. Однако, дома у барышни серьезные проблемы. Мать всячески старается насадить дисциплину и ограничить свободы неразумного отпрыска. Отец же завел любовницу, что старается скрыть, но не особо искусно это делает. Когда удается узнать, что Зои сделала поддельный студенческий билет, чтобы пользоваться библиотекой колледжа, бывшая подруга загорается идеей о нелегальных водительских правах, открывающих невероятные перспективы. Изначально это была относительно невинная затея, Бекка заплатила четыреста долларов и получила желанное удостоверение, но потом начинает череда злоключений."
https://lordserials.fan/zarubezhnye-serialy/1191-atlanta-21.html,,Атланта,"Сериал следует за Эрном в ходе его повседневной жизни в Атланте, штат Джорджия, как он пытается искупить свою вину в глазах своей подруги (мать его дочери), своих родителей и двоюродного брата, который читает рэп под псевдонимом «Бумажный Бой». Эрн отчислен из Принстонского университета, у него нет денег и нет дома, и поэтому он остаётся жить то с родителями, то со своей девушкой. Однажды Эрн понимает, что его двоюродный брат находится на грани славы, и он отчаянно пытается восстановить с ним связь для того, чтобы улучшить свою жизнь и жизнь своей дочери."
https://lordserials.fan/zarubezhnye-serialy/1606-pobochnyj-jeffekt-smert.html,,Побочный эффект: Смерть,"В этой драме раскрываются причины и последствия опиоидной эпидемии в США. События разворачиваются вокруг виновников, жертв и следователя, которая пытается докопаться до правды."
https://lordserials.fan/zarubezhnye-serialy/28-vlast-v-nochnom-gorode-kniga-tretya-yunost-kenena-v4.html,,Власть в ночном городе. Книга третья: Юность Кэнена,"Предыстория Кэнена, подростка из Квинса 90-х, чья мать имеет силу в криминальном мире, но хочет оградить своего сына от преступного бизнеса. Сам же Кэнен намерен пойти по семейным стопам. Зайти в этот мир легко, особенно с тамим связями, но выйти уже не получится никогда."
https://lordserials.fan/zarubezhnye-serialy/1537-djejv.html,,Дэйв,"В центре сюжета сериала, основанного на автобиографии американского рэпера и комика Лила Дики, окажется Дэйв — парень-невротик, который старается найти собственное жизненное предназначение. Он прекрасно разбирается в маркетинге, а также подает надежды в качестве комедийного писателя и актера, однако искренне убежден в том, что ему суждено стать величайшим рэп-исполнителем всех времен. Заручившись поддержкой приятеля, Дэйв с головой окунается в жестокий мир шоу-бизнеса, постепенно осознавая, что добиться популярности будет гораздо сложнее, чем он предполагал изначально..."
https://lordserials.fan/zarubezhnye-serialy/2452-spartak-dom-ashura.html,,Спартак: Дом Ашура,"Ашур — хитрый гладиатор, который готов на все ради личной выгоды. В многосерийном фильме «Спартак» героя убивают. Этот проект — спин-офф к сериалу, в котором авторы создают альтернативную версию судьбы Ашура: в этой версии мужчина не умирает, а получает поддержку в ликвидации мятежа и становится главой гладиаторской школы вместо Батиата, которому Ашур активно прислуживал. Лента не только представит альтернативную версию истории, но и раскроет многогранную личность Ашура, ответив на ключевой вопрос: почему герой невзлюбил Спартака и других гладиаторов."
